model,class,window,validation_FPR_target,threshold,positives,negatives,TP,FP,recall,FPR
global_raw,backdoor,full_test,0.001,0.0327003188431263,40030,2231693,40014,32853,0.9996002997751686,0.014721110833792999
global_raw,backdoor,time_quartile_1,0.001,0.0327003188431263,0,567929,0,981,,0.0017273285921303543
global_raw,backdoor,time_quartile_2,0.001,0.0327003188431263,0,567932,0,435,,0.0007659367670777487
global_raw,backdoor,time_quartile_3,0.001,0.0327003188431263,0,567931,0,2819,,0.004963631145332796
global_raw,backdoor,time_quartile_4,0.001,0.0327003188431263,40030,527901,40014,28618,0.9996002997751686,0.05421092212365576
global_raw,backdoor,full_test,0.01,0.012319440022110939,40030,2231693,40018,72490,0.9997002248313764,0.03248206630571499
global_raw,backdoor,time_quartile_1,0.01,0.012319440022110939,0,567929,0,1754,,0.0030884142207916834
global_raw,backdoor,time_quartile_2,0.01,0.012319440022110939,0,567932,0,1605,,0.0028260425543903144
global_raw,backdoor,time_quartile_3,0.01,0.012319440022110939,0,567931,0,14817,,0.026089436921034423
global_raw,backdoor,time_quartile_4,0.01,0.012319440022110939,40030,527901,40018,54314,0.9997002248313764,0.1028867155015808
global_raw,benign,full_test,0.001,0.9597103595733643,1474302,797421,606429,743,0.4113329562057163,0.0009317537411229451
global_raw,benign,time_quartile_1,0.001,0.9597103595733643,394793,173136,141399,700,0.35815984579260524,0.004043064411791886
global_raw,benign,time_quartile_2,0.001,0.9597103595733643,358160,209772,104736,2,0.2924279651552379,9.534160898499323e-06
global_raw,benign,time_quartile_3,0.001,0.9597103595733643,284140,283791,95226,21,0.33513760822129934,7.399811833356237e-05
global_raw,benign,time_quartile_4,0.001,0.9597103595733643,437209,130722,265068,20,0.6062729724228001,0.00015299643518306024
global_raw,benign,full_test,0.01,0.6029850840568542,1474302,797421,1237008,9329,0.839046545416068,0.011698964536925914
global_raw,benign,time_quartile_1,0.01,0.6029850840568542,394793,173136,393410,7749,0.9964968983745912,0.04475672303853618
global_raw,benign,time_quartile_2,0.01,0.6029850840568542,358160,209772,304358,64,0.8497822202367656,0.00030509314875197833
global_raw,benign,time_quartile_3,0.01,0.6029850840568542,284140,283791,186328,896,0.6557612444569578,0.0031572530488986612
global_raw,benign,time_quartile_4,0.01,0.6029850840568542,437209,130722,352912,620,0.8071928985908341,0.004742889490674867
global_raw,ddos,full_test,0.001,0.6226164698600769,103338,2168385,97940,551,0.9477636493835763,0.0002541061665709733
global_raw,ddos,time_quartile_1,0.001,0.6226164698600769,75758,492171,71115,127,0.9387127432086381,0.0002580403965288487
global_raw,ddos,time_quartile_2,0.001,0.6226164698600769,27580,540352,26825,20,0.9726250906453953,3.701291010304394e-05
global_raw,ddos,time_quartile_3,0.001,0.6226164698600769,0,567931,0,83,,0.00014614451403427528
global_raw,ddos,time_quartile_4,0.001,0.6226164698600769,0,567931,0,321,,0.0005652095060843659
global_raw,ddos,full_test,0.01,0.21101169288158417,103338,2168385,101852,3842,0.9856200042578722,0.0017718255752553168
global_raw,ddos,time_quartile_1,0.01,0.21101169288158417,75758,492171,74445,508,0.9826684970564165,0.001032161586115395
global_raw,ddos,time_quartile_2,0.01,0.21101169288158417,27580,540352,27407,67,0.9937273386511966,0.0001239932488451972
global_raw,ddos,time_quartile_3,0.01,0.21101169288158417,0,567931,0,1695,,0.0029845174853987545
global_raw,ddos,time_quartile_4,0.01,0.21101169288158417,0,567931,0,1572,,0.0027679418802636236
global_raw,dos,full_test,0.001,0.3281518816947937,22458,2249265,21997,405,0.9794727936592751,0.00018005881921427666
global_raw,dos,time_quartile_1,0.001,0.3281518816947937,22458,545471,21997,47,0.9794727936592751,8.616406738396725e-05
global_raw,dos,time_quartile_2,0.001,0.3281518816947937,0,567932,0,195,,0.00034335096455209425
global_raw,dos,time_quartile_3,0.001,0.3281518816947937,0,567931,0,13,,2.2890104607778056e-05
global_raw,dos,time_quartile_4,0.001,0.3281518816947937,0,567931,0,150,,0.00026411659162820834
global_raw,dos,full_test,0.01,0.07494610548019409,22458,2249265,22371,63350,0.9961261020571733,0.028164756042529448
global_raw,dos,time_quartile_1,0.01,0.07494610548019409,22458,545471,22371,7754,0.9961261020571733,0.01421523784032515
global_raw,dos,time_quartile_2,0.01,0.07494610548019409,0,567932,0,1553,,0.0027344822971764227
global_raw,dos,time_quartile_3,0.01,0.07494610548019409,0,567931,0,12030,,0.02118215064858231
global_raw,dos,time_quartile_4,0.01,0.07494610548019409,0,567931,0,42013,,0.07397553576050611
global_raw,injection,full_test,0.001,0.550302267074585,68891,2202832,65383,3775,0.9490789798377146,0.0017137030876617008
