true_class,pred_class,selected_expert,reason,DoS_DDoS_accept,Scan_Brute_accept,WebBot_Main_accept,Rare_Micro_accept,DoS_DDoS_margin,Scan_Brute_margin,WebBot_Main_margin,Rare_Micro_margin,DoS_DDoS_stability,Scan_Brute_stability,WebBot_Main_stability,Rare_Micro_stability
web-attack-�-brute-force,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,False,-2.4204769134521484,-2.0486338138580322,0.3089982271194458,-0.8589221835136414,0.4575599133968353,0.963973879814148,0.7111472487449646,0.9999936819076538
bot,bot,WebBot_Main,only_accept,False,False,True,False,-6.054794788360596,-0.6885291934013367,2.2244796752929688,-0.8589221835136414,0.5306588411331177,0.9735685586929321,0.9997346997261047,0.9999843835830688
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,False,-3.79636287689209,-5.211531162261963,0.7117655277252197,-0.8589221835136414,0.5340689420700073,0.807193398475647,0.9767380952835083,0.9999874830245972
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,False,-11.368952751159668,-15.103727340698242,0.7268633842468262,-0.8589221835136414,0.5087205171585083,0.8311745524406433,0.9854224920272827,0.9999906420707703
bot,bot,WebBot_Main,only_accept,False,False,True,False,-6.054794788360596,-0.6885291934013367,2.224487066268921,-0.8589221835136414,0.6212204694747925,0.9794660806655884,0.999740719795227,0.9999874830245972
bot,bot,WebBot_Main,only_accept,False,False,True,False,-6.037953853607178,-0.6885291934013367,2.224604845046997,-0.8589221835136414,0.6222787499427795,0.9772836565971375,0.9986658096313477,0.9999905824661255
web-attack-�-xss,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,False,-2.5556182861328125,-2.4845187664031982,0.09307245165109634,-0.8589221835136414,0.27565109729766846,0.9476272463798523,0.8636109232902527,0.9999874830245972
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,False,-0.6138843894004822,-2.5320842266082764,0.06326171010732651,-0.8589221835136414,0.3582649827003479,0.9452798962593079,0.9708234667778015,0.9999936819076538
bot,bot,WebBot_Main,meta_router,False,False,True,True,-4.803351879119873,-11.778438568115234,2.224398136138916,2.0041463375091553,0.2987601161003113,0.9622340202331543,0.9997037053108215,0.999993622303009
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,meta_router,True,False,True,False,1.3630574941635132,-6.239248752593994,1.1767240762710571,-9.817930221557617,0.9740587472915649,0.9601635932922363,0.9980904459953308,0.9995864629745483
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,False,-7.134566783905029,-15.103727340698242,0.5287840366363525,-0.8589221835136414,0.46721404790878296,0.9325307011604309,0.9719358682632446,0.9999905824661255
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,False,-2.7416350841522217,-2.4845187664031982,0.23873554170131683,-0.8589221835136414,0.34041628241539,0.9288414716720581,0.9855629205703735,0.9999843835830688
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,False,-3.79510498046875,-5.211531162261963,0.6667492389678955,-0.8589221835136414,0.49605727195739746,0.8059711456298828,0.9808206558227539,0.9999906420707703
web-attack-�-brute-force,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,False,-2.6325180530548096,-2.5320842266082764,0.03816651552915573,-0.8589221835136414,0.41084012389183044,0.9812320470809937,0.8939441442489624,0.9999874830245972
bot,bot,WebBot_Main,only_accept,False,False,True,False,-5.873701572418213,-0.6885291934013367,2.224452018737793,-0.8589221835136414,0.3458370864391327,0.9816485643386841,0.9994955062866211,0.9999906420707703
bot,bot,WebBot_Main,only_accept,False,False,True,False,-7.841330528259277,-1.5202594995498657,2.2244341373443604,-0.8589221835136414,0.5301737189292908,0.8448473215103149,0.9996000528335571,0.9999874830245972
bot,bot,WebBot_Main,only_accept,False,False,True,False,-6.054794788360596,-0.6885291934013367,2.224487066268921,-0.8589221835136414,0.49078482389450073,0.9853636026382446,0.9996493458747864,0.9999968409538269
bot,bot,WebBot_Main,meta_router,False,False,True,True,-2.860311985015869,-11.778438568115234,2.224395751953125,2.0041463375091553,0.7292090654373169,0.943366527557373,0.9995724558830261,0.9999915361404419
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,False,-2.602665901184082,-2.5320842266082764,0.07515421509742737,-0.8589221835136414,0.5193874835968018,0.9437019228935242,0.9448384046554565,0.9999843835830688
web-attack-�-brute-force,dos-goldeneye,DoS_DDoS,meta_router,True,False,True,True,2.973745822906494,-10.848419189453125,1.130297303199768,2.104883909225464,0.9972511529922485,0.8934008479118347,0.9841964840888977,1.0
web-attack-�-xss,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,False,-1.4893923997879028,-6.075494289398193,0.6291281580924988,-9.817930221557617,0.8778899908065796,0.9683996438980103,0.5443795919418335,0.9996898770332336
