true_class,pred_class,selected_expert,reason,DoS_DDoS_accept,Scan_Brute_accept,WebBot_Rare_accept,DoS_DDoS_margin,Scan_Brute_margin,WebBot_Rare_margin,DoS_DDoS_stability,Scan_Brute_stability,WebBot_Rare_stability
web-attack-�-brute-force,web-attack-�-xss,WebBot_Rare,only_accept,False,False,True,-80.18902587890625,-72.15452575683594,0.15276651084423065,0.8780950307846069,0.9649505615234375,0.5334226489067078
bot,bot,WebBot_Rare,only_accept,False,False,True,-81.16291809082031,-72.77654266357422,0.1368819624185562,0.5169194340705872,0.9962339401245117,0.9973490834236145
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-80.60357666015625,-72.48209381103516,0.08591049164533615,0.6609653234481812,0.8883357048034668,0.30729466676712036
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-62.17019271850586,-71.33458709716797,0.05166003480553627,0.8433212041854858,0.9510776400566101,0.6847045421600342
bot,bot,WebBot_Rare,only_accept,False,False,True,-81.16291809082031,-72.77750396728516,0.13590948283672333,0.6956795454025269,0.9962338209152222,0.9973475337028503
bot,bot,WebBot_Rare,only_accept,False,False,True,-81.16322326660156,-72.7766342163086,0.12677539885044098,0.6946815252304077,0.9978901147842407,0.9947468042373657
web-attack-�-xss,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-80.09983825683594,-72.22515106201172,0.1519937813282013,0.6404165029525757,0.9885287284851074,0.6199807524681091
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-80.10580444335938,-63.34017562866211,0.1523720771074295,0.5052927136421204,0.9999979138374329,0.4713203012943268
bot,bot,WebBot_Rare,only_accept,False,False,True,-81.16122436523438,-72.77783966064453,0.14682191610336304,0.6779112219810486,0.9569944143295288,0.9935978055000305
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-81.05098724365234,-72.7571792602539,0.13077671825885773,0.9630816578865051,0.991309642791748,0.6034425497055054
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-63.36092758178711,-71.76050567626953,0.10513583570718765,0.648402988910675,0.9737110137939453,0.29572761058807373
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-79.95896911621094,-72.20513153076172,0.1514786332845688,0.7400922775268555,0.9885275959968567,0.42608708143234253
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-80.64564514160156,-72.56002044677734,0.0874805822968483,0.6724125742912292,0.8883358240127563,0.2609153389930725
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-80.18902587890625,-68.29564666748047,0.15276651084423065,0.6794241070747375,0.976699709892273,0.4008968472480774
bot,bot,WebBot_Rare,only_accept,False,False,True,-81.16275024414062,-72.77710723876953,0.07934364676475525,0.7044655084609985,0.9962339401245117,0.9973610639572144
bot,benign,,all_reject,False,False,False,-81.1469497680664,-72.7771224975586,-0.026035310700535774,0.6224068403244019,0.9597486257553101,0.9973437190055847
