true_class,pred_class,selected_expert,reason,DoS_DDoS_accept,Scan_Brute_accept,WebBot_Main_accept,Rare_Micro_accept,DoS_DDoS_margin,Scan_Brute_margin,WebBot_Main_margin,Rare_Micro_margin,DoS_DDoS_stability,Scan_Brute_stability,WebBot_Main_stability,Rare_Micro_stability
web-attack-�-brute-force,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,True,-2.4204769134521484,-2.0486338138580322,0.2010291963815689,0.8631837964057922,0.4575599133968353,0.963973879814148,0.7498305439949036,0.9990072250366211
bot,bot,WebBot_Main,only_accept,False,False,True,True,-6.054794788360596,-0.6885291934013367,2.2134640216827393,1.1766475439071655,0.5306588411331177,0.9735685586929321,0.9999787211418152,0.9997328519821167
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-3.79636287689209,-5.211531162261963,0.548180878162384,2.077059030532837,0.5340689420700073,0.807193398475647,0.993291974067688,0.9971756935119629
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-11.368952751159668,-15.103727340698242,0.5456758737564087,2.077059030532837,0.5087205171585083,0.8311745524406433,0.9962064623832703,0.9977132081985474
bot,bot,WebBot_Main,only_accept,False,False,True,True,-6.054794788360596,-0.6885291934013367,2.2134640216827393,1.1766475439071655,0.6212204694747925,0.9794660806655884,0.9999818801879883,0.9997218251228333
bot,bot,WebBot_Main,only_accept,False,False,True,True,-6.037953853607178,-0.6885291934013367,2.213470458984375,1.1766475439071655,0.6222787499427795,0.9772836565971375,0.9999765157699585,0.9997108578681946
web-attack-�-xss,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-2.5556182861328125,-2.4845187664031982,0.2299623191356659,0.8631837964057922,0.27565109729766846,0.9476272463798523,0.9366076588630676,0.9980835914611816
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-0.6138843894004822,-2.5320842266082764,0.08105020970106125,0.8631837964057922,0.3582649827003479,0.9452798962593079,0.9433773756027222,0.9990289807319641
bot,bot,WebBot_Main,only_accept,False,False,True,False,-4.803351879119873,-11.778438568115234,2.2134783267974854,-3.0537166595458984,0.2987601161003113,0.9622340202331543,0.999984085559845,0.9975997805595398
web-attack-�-brute-force,dos-goldeneye,DoS_DDoS,meta_router,True,False,True,False,1.3630574941635132,-6.239248752593994,1.0607709884643555,-3.941434144973755,0.9740587472915649,0.9601635932922363,0.9984883069992065,0.9979115724563599
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-7.134566783905029,-15.103727340698242,0.5294497609138489,2.077059030532837,0.46721404790878296,0.9325307011604309,0.9966634511947632,0.9977132081985474
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-2.7416350841522217,-2.4845187664031982,0.22107933461666107,0.8631837964057922,0.34041628241539,0.9288414716720581,0.9836136102676392,0.9975672960281372
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-3.79510498046875,-5.211531162261963,0.44652488827705383,2.077059030532837,0.49605727195739746,0.8059711456298828,0.9974522590637207,0.9977596402168274
web-attack-�-brute-force,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,True,-2.6325180530548096,-2.5320842266082764,0.1292964369058609,0.8631837964057922,0.41084012389183044,0.9812320470809937,0.89215487241745,0.9980400204658508
bot,bot,WebBot_Main,only_accept,False,False,True,True,-5.873701572418213,-0.6885291934013367,2.213496446609497,1.1766475439071655,0.3458370864391327,0.9816485643386841,0.9999886751174927,0.9997108578681946
bot,bot,WebBot_Main,only_accept,False,False,True,True,-7.841330528259277,-1.5202594995498657,2.2135939598083496,1.1766475439071655,0.5301737189292908,0.8448473215103149,0.9999908208847046,0.999721884727478
bot,bot,WebBot_Main,only_accept,False,False,True,True,-6.054794788360596,-0.6885291934013367,2.2134640216827393,1.1766475439071655,0.49078482389450073,0.9853636026382446,0.9999743700027466,0.9996887445449829
bot,bot,WebBot_Main,only_accept,False,False,True,False,-2.860311985015869,-11.778438568115234,2.213475227355957,-3.0537166595458984,0.7292090654373169,0.943366527557373,0.9999771118164062,0.9971288442611694
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-2.602665901184082,-2.5320842266082764,0.09419826418161392,0.8631837964057922,0.5193874835968018,0.9437019228935242,0.9422513246536255,0.997589111328125
web-attack-�-brute-force,dos-goldeneye,DoS_DDoS,meta_router,True,False,True,True,2.973745822906494,-10.848419189453125,1.258878231048584,1.2578755617141724,0.9972511529922485,0.8934008479118347,0.9865301251411438,0.9981943964958191
web-attack-�-xss,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,False,-1.4893923997879028,-6.075494289398193,0.18340282142162323,-3.941434144973755,0.8778899908065796,0.9683996438980103,0.6340252757072449,0.9981161952018738
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-0.6960874795913696,-2.0486338138580322,0.21560558676719666,0.8631837964057922,0.5521459579467773,0.929526686668396,0.9777928590774536,0.997589111328125
web-attack-�-xss,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-2.4239604473114014,-2.5320842266082764,0.05940605700016022,0.8631837964057922,0.2378832846879959,0.9265148043632507,0.972687840461731,0.9985781908035278
web-attack-�-xss,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,False,-1.3534470796585083,-6.185617923736572,0.3052326440811157,-3.941434144973755,0.9295531511306763,0.955579936504364,0.325427383184433,0.9976299405097961
bot,bot,WebBot_Main,meta_router,False,True,True,False,-8.724982261657715,0.9247845411300659,2.2134807109832764,-2.85101580619812,0.3333353102207184,0.8870905637741089,0.9999839663505554,0.9995802044868469
web-attack-�-brute-force,dos-goldeneye,DoS_DDoS,meta_router,True,False,True,True,2.9738311767578125,-9.66115665435791,1.255231261253357,1.2578755617141724,0.9929660558700562,0.8886391520500183,0.9871543049812317,0.9976595640182495
bot,bot,WebBot_Main,meta_router,False,True,True,False,-8.556550979614258,0.9247845411300659,2.2134807109832764,-2.85101580619812,0.5404978394508362,0.8139718770980835,0.9999724626541138,0.9987932443618774
web-attack-�-brute-force,benign,,all_reject,False,False,False,True,-2.4203848838806152,-2.5320820808410645,-0.03599988669157028,0.8631837964057922,0.37355151772499084,0.9468578100204468,0.8987700343132019,0.9990290403366089
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-2.602665901184082,-2.0486338138580322,0.16762672364711761,0.8631837964057922,0.27526000142097473,0.9279482960700989,0.9922472834587097,0.9985345005989075
bot,bot,WebBot_Main,meta_router,False,True,True,False,-8.724982261657715,0.9247845411300659,2.2134807109832764,-2.85101580619812,0.5448988080024719,0.860224723815918,0.9999607801437378,0.998432993888855
bot,bot,WebBot_Main,only_accept,False,False,True,True,-5.64606237411499,-0.6885570287704468,2.213583469390869,1.1766475439071655,0.4238487184047699,0.9816496968269348,0.9999902844429016,0.9997108578681946
bot,bot,WebBot_Main,only_accept,False,False,True,False,-4.1514892578125,-11.778438568115234,2.213475227355957,-3.0537166595458984,0.1143416315317154,0.9244989156723022,0.9999843835830688,0.9985729455947876
bot,bot,WebBot_Main,only_accept,False,False,True,False,-2.8602614402770996,-11.778438568115234,2.213475227355957,-3.0537166595458984,0.6829904317855835,0.9247319102287292,0.9999771118164062,0.9971288442611694
web-attack-�-xss,web-attack-�-xss,WebBot_Main,meta_router,True,False,True,True,0.21647347509860992,-10.6725492477417,1.2279216051101685,1.689599871635437,0.07756771147251129,0.9199527502059937,0.6577591300010681,0.998434841632843
bot,bot,WebBot_Main,only_accept,False,False,True,False,-2.8602709770202637,-11.778438568115234,2.213475227355957,-3.0537166595458984,0.7292224764823914,0.9244989156723022,0.9999758005142212,0.9975681304931641
web-attack-�-xss,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-2.4204769134521484,-2.5320842266082764,0.07239293307065964,0.8631837964057922,0.2384350746870041,0.9452798962593079,0.8965975046157837,0.9999963045120239
bot,bot,WebBot_Main,only_accept,False,False,True,True,-5.560932159423828,-0.9664214253425598,2.213583469390869,1.1766475439071655,0.48439979553222656,0.9525552988052368,0.9999903440475464,0.9996888041496277
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-2.602665901184082,-2.0486338138580322,0.3041904866695404,0.8631837964057922,0.4508201479911804,0.9623953700065613,0.9840000867843628,0.9981053471565247
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-0.6235447525978088,-2.0486338138580322,0.12443586438894272,1.1388506889343262,0.42987361550331116,0.9483287930488586,0.9090194702148438,0.9980906248092651
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-2.6059184074401855,-2.0486338138580322,0.044976744800806046,0.8631837964057922,0.371487557888031,0.9451718330383301,0.9501721262931824,0.9985563158988953
bot,bot,WebBot_Main,only_accept,False,False,True,True,-6.054726600646973,-0.6885291934013367,2.2134740352630615,1.1766475439071655,0.45089197158813477,0.9875459671020508,0.9999862909317017,0.9997218251228333
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-2.4239604473114014,-2.0486338138580322,0.2599647343158722,0.8631837964057922,0.2778248190879822,0.9247913360595703,0.9949736595153809,0.9980618357658386
web-attack-�-brute-force,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,True,-2.602665901184082,-2.0486338138580322,0.03012763522565365,0.8631837964057922,0.4116457402706146,0.9811974763870239,0.8364284634590149,0.997610867023468
bot,bot,WebBot_Main,only_accept,False,False,True,True,-6.054726600646973,-0.6885291934013367,2.2134740352630615,1.1766475439071655,0.2695149779319763,0.9794661402702332,0.9999862909317017,0.9997328519821167
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-2.5556182861328125,-2.4845187664031982,0.6872544884681702,0.8631837964057922,0.34475618600845337,0.9288414716720581,0.9767789840698242,0.9985345005989075
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-2.6059184074401855,-2.0486338138580322,0.4026321768760681,0.8631837964057922,0.34263643622398376,0.963973879814148,0.9896402359008789,0.997589111328125
web-attack-�-brute-force,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,True,-2.5519204139709473,-2.4845187664031982,0.025139138102531433,0.8631837964057922,0.27716541290283203,0.9656156301498413,0.8697298169136047,0.9985563158988953
bot,bot,WebBot_Main,only_accept,False,False,True,True,-6.054832458496094,-0.6885291934013367,2.2134861946105957,1.1766475439071655,0.4906628131866455,0.9772836565971375,0.9999858140945435,0.9997108578681946
bot,bot,WebBot_Main,only_accept,False,False,True,False,-2.874490737915039,-11.778438568115234,2.213475227355957,-3.0537166595458984,0.36733490228652954,0.943366527557373,0.9999903440475464,0.9971288442611694
bot,bot,WebBot_Main,only_accept,False,False,True,True,-6.877174377441406,-0.6885291934013367,2.2134640216827393,1.1766475439071655,0.5571809411048889,0.9772836565971375,0.9999787211418152,0.9997108578681946
bot,bot,WebBot_Main,only_accept,False,False,True,True,-5.175589084625244,-1.0313084125518799,2.213500499725342,1.1766475439071655,0.26177534461021423,0.9199773669242859,0.9999842643737793,0.9997328519821167
bot,bot,WebBot_Main,meta_router,False,True,True,False,-8.724982261657715,0.9247845411300659,2.2134807109832764,-2.85101580619812,0.22355887293815613,0.8408377766609192,0.9999923706054688,0.998432993888855
bot,bot,WebBot_Main,only_accept,False,False,True,False,-2.860278844833374,-9.917630195617676,2.213503122329712,-3.0537166595458984,0.321053683757782,0.9809422492980957,0.9999829530715942,0.9980705380439758
web-attack-�-xss,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,True,-2.5621883869171143,-2.4845187664031982,0.14842401444911957,0.8631837964057922,0.3398112952709198,0.9124481081962585,0.86463463306427,0.9985127449035645
bot,bot,WebBot_Main,only_accept,False,False,True,False,-2.860311985015869,-11.778438568115234,2.213482618331909,-3.0537166595458984,0.6367858648300171,0.9620011448860168,0.9999697804450989,0.9975681304931641
bot,bot,WebBot_Main,only_accept,False,False,True,True,-6.054794788360596,-0.6885291934013367,2.213500738143921,1.1766475439071655,0.7516560554504395,0.9890786409378052,0.999987781047821,0.999721884727478
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-2.5519204139709473,-2.4845187664031982,0.17293637990951538,0.8631837964057922,0.22706004977226257,0.9484248161315918,0.9003348350524902,0.9990289807319641
web-attack-�-xss,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-2.449627161026001,-2.5320842266082764,0.0904894545674324,0.8631837964057922,0.3297550082206726,0.9296706914901733,0.9222511053085327,0.9990290403366089
web-attack-�-xss,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-2.4204769134521484,-2.0486338138580322,0.0948103666305542,0.8631837964057922,0.3916643559932709,0.946750283241272,0.9062085151672363,0.9980835914611816
web-attack-�-brute-force,dos-goldeneye,DoS_DDoS,meta_router,True,False,True,False,1.2871949672698975,-6.130338191986084,1.0262376070022583,-3.941434144973755,0.966633141040802,0.971741795539856,0.9976004362106323,0.9983824491500854
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-2.4204769134521484,-2.5320842266082764,0.07774866372346878,0.8631837964057922,0.3047463893890381,0.9624670147895813,0.9547151327133179,0.9980400204658508
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-2.6059184074401855,-2.0486338138580322,0.06836176663637161,0.8631837964057922,0.3035198748111725,0.982775866985321,0.9739615321159363,0.9985127449035645
bot,bot,WebBot_Main,only_accept,False,False,True,True,-6.054832458496094,-0.6885291934013367,2.2134740352630615,1.1766475439071655,0.18996411561965942,0.9794660806655884,0.9999834299087524,0.9997108578681946
bot,bot,WebBot_Main,only_accept,False,False,True,False,-2.860311985015869,-11.778438568115234,2.213475227355957,-3.0537166595458984,0.5020374059677124,0.9433664083480835,0.9999697804450989,0.9985729455947876
bot,bot,WebBot_Main,only_accept,False,False,True,False,-2.860311985015869,-11.778438568115234,2.213475227355957,-3.0537166595458984,0.3672889173030853,0.9247319102287292,0.9999771118164062,0.9971288442611694
web-attack-�-brute-force,dos-goldeneye,DoS_DDoS,meta_router,True,False,True,True,3.095515012741089,-10.960286140441895,1.4821593761444092,1.2578755617141724,0.9908822774887085,0.9620264768600464,0.9929155111312866,0.9976093173027039
web-attack-�-xss,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-2.420475482940674,-2.0486316680908203,0.20556563138961792,0.8631837964057922,0.2616402506828308,0.963973879814148,0.8682201504707336,0.9985345602035522
web-attack-�-xss,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,True,-2.6325180530548096,-2.0486338138580322,0.03145818039774895,0.8631837964057922,0.2651748061180115,0.9279482960700989,0.7531206011772156,0.9975455403327942
bot,bot,WebBot_Main,only_accept,False,False,True,False,-4.1514892578125,-12.13886547088623,2.213475227355957,-2.8155245780944824,0.483126163482666,0.9623600244522095,0.999983012676239,0.9983533620834351
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-0.6138838529586792,-2.0486316680908203,0.12373330444097519,0.8631837964057922,0.3612585663795471,0.9467503428459167,0.8143702745437622,0.9985781908035278
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-2.5556182861328125,-2.4845187664031982,0.502196192741394,0.8631837964057922,0.3163726031780243,0.9468299150466919,0.9882313013076782,0.9980400204658508
web-attack-�-xss,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-2.5519204139709473,-2.5320842266082764,0.15808163583278656,0.8631837964057922,0.1689210832118988,0.914061427116394,0.9343918561935425,0.9985345602035522
bot,bot,WebBot_Main,only_accept,False,False,True,False,-2.765389919281006,-11.693613052368164,2.2134971618652344,-3.0537166595458984,0.8176921606063843,0.9439667463302612,0.9999880790710449,0.9970973134040833
bot,bot,WebBot_Main,only_accept,False,False,True,False,-4.454046249389648,-11.247706413269043,2.213482141494751,-2.828730821609497,0.5254576802253723,0.9437404870986938,0.9999791979789734,0.9984223246574402
bot,bot,WebBot_Main,only_accept,False,False,True,False,-5.026185989379883,-11.247706413269043,2.213482141494751,-2.8155245780944824,0.234246164560318,0.9444878697395325,0.9999910593032837,0.9973882436752319
web-attack-�-xss,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,True,-0.6138843894004822,-2.5320842266082764,0.057138409465551376,0.8631837964057922,0.1646585464477539,0.9280927777290344,0.8218472599983215,0.9980618357658386
web-attack-�-xss,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,True,-0.6138843894004822,-2.5320842266082764,0.0003772052878048271,0.8631837964057922,0.4550682008266449,0.9265148043632507,0.8810227513313293,0.9980400204658508
bot,bot,WebBot_Main,meta_router,False,True,True,False,-8.724982261657715,0.9247845411300659,2.2134807109832764,-2.85101580619812,0.6037817001342773,0.8268964886665344,0.9999616742134094,0.9983998537063599
web-attack-�-xss,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-0.6138843894004822,-2.5320842266082764,0.007601085584610701,0.8631837964057922,0.327725350856781,0.9640449285507202,0.8995685577392578,0.9985563158988953
web-attack-�-xss,benign,,all_reject,False,False,False,True,-2.317417621612549,-2.0486338138580322,-0.026422034949064255,0.8631837964057922,0.3684864640235901,0.9138815999031067,0.8220922350883484,0.9985345602035522
bot,bot,WebBot_Main,only_accept,False,False,True,False,-4.803249359130859,-11.778438568115234,2.2134783267974854,-3.0537166595458984,0.33686819672584534,0.943366527557373,0.9999643564224243,0.9980388879776001
bot,bot,WebBot_Main,only_accept,False,False,True,True,-6.054794788360596,-0.6885291934013367,2.213500738143921,1.1766475439071655,0.4907558560371399,0.9831811189651489,0.999986469745636,0.9997218251228333
web-attack-�-brute-force,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,True,-2.317417621612549,-2.0486338138580322,0.17645756900310516,0.8631837964057922,0.4979817271232605,0.9279482960700989,0.7000628709793091,0.9990290403366089
bot,bot,WebBot_Main,only_accept,False,False,True,True,-6.054794788360596,-0.6885291934013367,2.2134640216827393,1.1766475439071655,0.36034923791885376,0.9949760437011719,0.9999842643737793,0.9997108578681946
web-attack-�-xss,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,True,-0.747943103313446,-2.4845187664031982,0.07276230305433273,0.8631837964057922,0.32757407426834106,0.9280779957771301,0.8470548391342163,0.9975236654281616
bot,bot,WebBot_Main,only_accept,False,False,True,False,-2.8602709770202637,-11.693613052368164,2.213508367538452,-3.0537166595458984,0.1863517463207245,0.9437733888626099,0.9999821782112122,0.9985412359237671
bot,bot,WebBot_Main,only_accept,False,False,True,True,-6.054726600646973,-0.6885291934013367,2.2134740352630615,1.1766475439071655,0.621118426322937,0.9794660806655884,0.999980092048645,0.999721884727478
bot,bot,WebBot_Main,only_accept,False,False,True,False,-2.6930742263793945,-11.693613052368164,2.213508367538452,-2.8155245780944824,0.18573182821273804,0.9252119064331055,0.9999879598617554,0.9974755048751831
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-2.4239604473114014,-2.0486338138580322,0.12454412877559662,0.8631837964057922,0.2778248190879822,0.9091463088989258,0.9911737442016602,0.997610867023468
bot,bot,WebBot_Main,only_accept,False,False,True,True,-6.595036506652832,-0.6885291934013367,2.213501214981079,1.1766475439071655,0.40673232078552246,0.9772836565971375,0.999984085559845,0.9997218251228333
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-2.4239604473114014,-2.5320842266082764,0.2313261330127716,0.8631837964057922,0.37244540452957153,0.9828099012374878,0.9886611700057983,0.9985563158988953
bot,bot,WebBot_Main,only_accept,False,False,True,False,-2.7616593837738037,-11.693318367004395,2.2135307788848877,-2.7798287868499756,0.36952194571495056,0.9997283816337585,0.9999605417251587,0.9971855282783508
web-attack-�-xss,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,True,-2.317417621612549,-2.5320842266082764,0.07448586821556091,0.8631837964057922,0.3571729362010956,0.9312485456466675,0.7833002805709839,0.9990507960319519
bot,bot,WebBot_Main,only_accept,False,False,True,True,-5.873701572418213,-0.6885291934013367,2.2134766578674316,1.1766475439071655,0.47777825593948364,0.9853636026382446,0.9999868273735046,0.9996887445449829
bot,bot,WebBot_Main,only_accept,False,False,True,False,-4.020354270935059,-11.693613052368164,2.2134971618652344,-2.7798287868499756,0.19467231631278992,0.9065538644790649,0.9999869465827942,0.9972469210624695
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-2.4239604473114014,-2.0486338138580322,0.6123033165931702,0.8631837964057922,0.37244540452957153,0.9483286738395691,0.984788715839386,0.9980835914611816
web-attack-�-brute-force,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,True,-2.498793125152588,-2.0486338138580322,0.04609326273202896,0.8631837964057922,0.2884586453437805,0.9467503428459167,0.7156090140342712,0.997589111328125
heartbleed,heartbleed,Rare_Micro,fallback_accept,False,False,False,True,-2.487297773361206,-6.349423408508301,-0.5455513000488281,1.4147891998291016,0.7580946683883667,0.9540024995803833,0.886639416217804,0.8289862871170044
web-attack-�-brute-force,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,True,-2.4204769134521484,-2.0486338138580322,0.1004941537976265,0.8631837964057922,0.4896259903907776,0.9451718330383301,0.8953254818916321,0.9985345005989075
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-3.796499252319336,-5.211531162261963,0.548180878162384,2.077059030532837,0.6496610641479492,0.8047488331794739,0.994383692741394,0.9977596402168274
bot,bot,WebBot_Main,only_accept,False,False,True,True,-6.054794788360596,-0.6885291934013367,2.2134640216827393,1.1766475439071655,0.6212204694747925,0.980998694896698,0.9999842643737793,0.999721884727478
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-2.4239604473114014,-2.5320842266082764,0.35321927070617676,0.8631837964057922,0.16837307810783386,0.9077497720718384,0.9922634363174438,0.9985345602035522
web-attack-�-sql-injection,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,True,-6.920647621154785,-15.053488731384277,0.36093220114707947,2.077059030532837,0.25940436124801636,0.8772336840629578,0.8365278244018555,0.996661365032196
bot,bot,WebBot_Main,meta_router,False,True,True,False,-8.556550979614258,0.9247845411300659,2.2134807109832764,-2.85101580619812,0.4337543547153473,0.9204187393188477,0.9999939799308777,0.9988099336624146
web-attack-�-brute-force,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,True,-0.6991735696792603,-2.4845187664031982,0.2697771489620209,0.8631837964057922,0.2319306582212448,0.9640377163887024,0.8770081400871277,0.9985345602035522
infiltration,infiltration,Rare_Micro,fallback_accept,False,False,False,True,-3.0354976654052734,-2.1430163383483887,-0.19296970963478088,2.785205602645874,0.45052844285964966,0.9998823404312134,0.9812090992927551,0.9998050928115845
web-attack-�-xss,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-2.4204769134521484,-2.5320842266082764,0.3317009210586548,0.8631837964057922,0.41258150339126587,0.9468578100204468,0.9907320141792297,0.9980618357658386
web-attack-�-xss,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-2.449627161026001,-2.5320842266082764,0.13938447833061218,0.8631837964057922,0.5752385258674622,0.9452798962593079,0.9661319851875305,0.9995018243789673
bot,bot,WebBot_Main,only_accept,False,False,True,True,-5.419013500213623,-1.0313084125518799,2.213500499725342,1.1766475439071655,0.3562306761741638,0.8703333139419556,0.999973475933075,0.9997108578681946
web-attack-�-brute-force,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,True,-2.5519187450408936,-2.4845166206359863,0.04630244895815849,0.8631837964057922,0.27717122435569763,0.9265000224113464,0.8468254208564758,0.9980400204658508
bot,bot,WebBot_Main,only_accept,False,False,True,True,-6.054794788360596,-0.6885291934013367,2.2134640216827393,1.1766475439071655,0.4907848834991455,0.9794660806655884,0.9999842643737793,0.9996997714042664
bot,bot,WebBot_Main,meta_router,False,True,True,False,-8.550956726074219,0.9247845411300659,2.2134807109832764,-2.85101580619812,0.4336616098880768,0.8139718174934387,0.9999823570251465,0.9987933039665222
bot,bot,WebBot_Main,meta_router,False,True,True,False,-8.724982261657715,0.9247845411300659,2.2134807109832764,-2.85101580619812,0.6037817001342773,0.9204187393188477,0.9999607801437378,0.9987932443618774
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-2.4204769134521484,-2.0486338138580322,0.11137798428535461,0.8631837964057922,0.23843510448932648,0.9451718330383301,0.9840248227119446,0.9980835914611816
bot,bot,WebBot_Main,meta_router,False,True,True,False,-8.550956726074219,0.9247845411300659,2.2134807109832764,-2.85101580619812,0.4890057146549225,0.8935529589653015,0.9999715685844421,0.9983998537063599
bot,bot,WebBot_Main,only_accept,False,False,True,False,-2.860311985015869,-11.778438568115234,2.213475227355957,-3.0537166595458984,0.41350048780441284,0.9247319102287292,0.9999890327453613,0.997599720954895
web-attack-�-brute-force,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,True,-2.4204769134521484,-2.5320842266082764,0.04377910494804382,0.8631837964057922,0.3916643559932709,0.9280927777290344,0.8520053625106812,0.9975672960281372
bot,bot,WebBot_Main,only_accept,False,False,True,True,-6.054794788360596,-0.6885291934013367,2.2134640216827393,1.1766475439071655,0.49078482389450073,0.9949760437011719,0.9999850392341614,0.999710738658905
web-attack-�-brute-force,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,True,-2.733675956726074,-2.5320842266082764,0.09454619139432907,0.8631837964057922,0.38623324036598206,0.9280927777290344,0.8566171526908875,0.9990509152412415
