true_class,pred_class,selected_expert,reason,DoS_DDoS_accept,Scan_Brute_accept,WebBot_Rare_accept,DoS_DDoS_margin,Scan_Brute_margin,WebBot_Rare_margin,DoS_DDoS_stability,Scan_Brute_stability,WebBot_Rare_stability
web-attack-�-brute-force,web-attack-�-xss,WebBot_Rare,only_accept,False,False,True,-2.4204769134521484,-2.0486338138580322,0.540774941444397,0.4575599133968353,0.963973879814148,0.7249460220336914
bot,bot,WebBot_Rare,only_accept,False,False,True,-6.054794788360596,-0.6885291934013367,2.55163836479187,0.5306588411331177,0.9735685586929321,0.9922994375228882
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-3.79636287689209,-5.211531162261963,0.9154638648033142,0.5340689420700073,0.807193398475647,0.9708783030509949
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-11.368952751159668,-15.103727340698242,1.001317024230957,0.5087205171585083,0.8311745524406433,0.9818782806396484
bot,bot,WebBot_Rare,only_accept,False,False,True,-6.054794788360596,-0.6885291934013367,2.55163836479187,0.6212204694747925,0.9794660806655884,0.9923009872436523
bot,bot,WebBot_Rare,only_accept,False,False,True,-6.037953853607178,-0.6885291934013367,2.551645040512085,0.6222787499427795,0.9772836565971375,0.9923040270805359
web-attack-�-xss,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-2.5556182861328125,-2.4845187664031982,0.38748982548713684,0.27565109729766846,0.9476272463798523,0.9143635630607605
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-0.6138843894004822,-2.5320842266082764,0.45313560962677,0.3582649827003479,0.9452798962593079,0.9563562273979187
bot,bot,WebBot_Rare,only_accept,False,False,True,-4.803351879119873,-11.778438568115234,2.4987010955810547,0.2987601161003113,0.9622340202331543,0.9970031976699829
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,meta_router,True,False,True,1.3630574941635132,-6.239248752593994,1.3149890899658203,0.9740587472915649,0.9601635932922363,0.9976690411567688
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-7.134566783905029,-15.103727340698242,0.984104335308075,0.46721404790878296,0.9325307011604309,0.976479709148407
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-2.7416350841522217,-2.4845187664031982,0.4340387284755707,0.34041628241539,0.9288414716720581,0.9782282710075378
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-3.79510498046875,-5.211531162261963,0.8641653656959534,0.49605727195739746,0.8059711456298828,0.9885786771774292
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-2.6325180530548096,-2.5320842266082764,0.27700725197792053,0.41084012389183044,0.9812320470809937,0.9276729822158813
bot,bot,WebBot_Rare,only_accept,False,False,True,-5.873701572418213,-0.6885291934013367,2.55165958404541,0.3458370864391327,0.9816485643386841,0.9961442947387695
bot,bot,WebBot_Rare,only_accept,False,False,True,-7.841330528259277,-1.5202594995498657,2.5515904426574707,0.5301737189292908,0.8448473215103149,0.9922714233398438
bot,bot,WebBot_Rare,only_accept,False,False,True,-6.054794788360596,-0.6885291934013367,2.5516366958618164,0.49078482389450073,0.9853636026382446,0.988465428352356
bot,bot,WebBot_Rare,only_accept,False,False,True,-2.860311985015869,-11.778438568115234,2.4987010955810547,0.7292090654373169,0.943366527557373,0.9941297769546509
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-2.602665901184082,-2.5320842266082764,0.35848161578178406,0.5193874835968018,0.9437019228935242,0.9200029373168945
web-attack-�-brute-force,dos-goldeneye,DoS_DDoS,meta_router,True,False,True,2.973745822906494,-10.848419189453125,1.015302300453186,0.9972511529922485,0.8934008479118347,0.9916488528251648
web-attack-�-xss,benign,,all_reject,False,False,False,-1.4893923997879028,-6.075494289398193,-0.07073373347520828,0.8778899908065796,0.9683996438980103,0.6116805076599121
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-0.6960874795913696,-2.0486338138580322,0.3297583758831024,0.5521459579467773,0.929526686668396,0.9379789233207703
web-attack-�-xss,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-2.4239604473114014,-2.5320842266082764,0.5168220400810242,0.2378832846879959,0.9265148043632507,0.9478136897087097
web-attack-�-xss,benign,,all_reject,False,False,False,-1.3534470796585083,-6.185617923736572,-0.0859483927488327,0.9295531511306763,0.955579936504364,0.2955390214920044
bot,bot,WebBot_Rare,meta_router,False,True,True,-8.724982261657715,0.9247845411300659,2.403240442276001,0.3333353102207184,0.8870905637741089,0.9972916841506958
web-attack-�-brute-force,dos-goldeneye,DoS_DDoS,meta_router,True,False,True,2.9738311767578125,-9.66115665435791,1.3519072532653809,0.9929660558700562,0.8886391520500183,0.9948251843452454
bot,bot,WebBot_Rare,meta_router,False,True,True,-8.556550979614258,0.9247845411300659,2.3691349029541016,0.5404978394508362,0.8139718770980835,0.9948771595954895
web-attack-�-brute-force,web-attack-�-xss,WebBot_Rare,only_accept,False,False,True,-2.4203848838806152,-2.5320820808410645,0.17620927095413208,0.37355151772499084,0.9468578100204468,0.8502576947212219
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-2.602665901184082,-2.0486338138580322,0.5016606450080872,0.27526000142097473,0.9279482960700989,0.8754250407218933
bot,bot,WebBot_Rare,meta_router,False,True,True,-8.724982261657715,0.9247845411300659,2.403249502182007,0.5448988080024719,0.860224723815918,0.9923833012580872
bot,bot,WebBot_Rare,only_accept,False,False,True,-5.64606237411499,-0.6885570287704468,2.551607370376587,0.4238487184047699,0.9816496968269348,0.992286205291748
bot,bot,WebBot_Rare,only_accept,False,False,True,-4.1514892578125,-11.778438568115234,2.4924209117889404,0.1143416315317154,0.9244989156723022,0.9964609146118164
bot,bot,WebBot_Rare,only_accept,False,False,True,-2.8602614402770996,-11.778438568115234,2.4923954010009766,0.6829904317855835,0.9247319102287292,0.9941314458847046
web-attack-�-xss,web-attack-�-xss,WebBot_Rare,meta_router,True,False,True,0.21647347509860992,-10.6725492477417,1.5240626335144043,0.07756771147251129,0.9199527502059937,0.7014678120613098
bot,bot,WebBot_Rare,only_accept,False,False,True,-2.8602709770202637,-11.778438568115234,2.474271535873413,0.7292224764823914,0.9244989156723022,0.9924036860466003
web-attack-�-xss,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-2.4204769134521484,-2.5320842266082764,0.40976762771606445,0.2384350746870041,0.9452798962593079,0.9005028605461121
bot,bot,WebBot_Rare,only_accept,False,False,True,-5.560932159423828,-0.9664214253425598,2.5516083240509033,0.48439979553222656,0.9525552988052368,0.9922815561294556
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-2.602665901184082,-2.0486338138580322,0.586667001247406,0.4508201479911804,0.9623953700065613,0.90766441822052
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-0.6235447525978088,-2.0486338138580322,0.3171694874763489,0.42987361550331116,0.9483287930488586,0.9095728993415833
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-2.6059184074401855,-2.0486338138580322,0.4808023273944855,0.371487557888031,0.9451718330383301,0.9581865072250366
bot,bot,WebBot_Rare,only_accept,False,False,True,-6.054726600646973,-0.6885291934013367,2.551664352416992,0.45089197158813477,0.9875459671020508,0.9923164248466492
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-2.4239604473114014,-2.0486338138580322,0.5195956230163574,0.2778248190879822,0.9247913360595703,0.9690980911254883
web-attack-�-brute-force,web-attack-�-xss,WebBot_Rare,only_accept,False,False,True,-2.602665901184082,-2.0486338138580322,0.31464675068855286,0.4116457402706146,0.9811974763870239,0.7969815135002136
bot,bot,WebBot_Rare,only_accept,False,False,True,-6.054726600646973,-0.6885291934013367,2.5516645908355713,0.2695149779319763,0.9794661402702332,0.9923170208930969
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-2.5556182861328125,-2.4845187664031982,0.7456876635551453,0.34475618600845337,0.9288414716720581,0.8893116116523743
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-2.6059184074401855,-2.0486338138580322,0.6628602743148804,0.34263643622398376,0.963973879814148,0.9466129541397095
web-attack-�-brute-force,web-attack-�-xss,WebBot_Rare,only_accept,False,False,True,-2.5519204139709473,-2.4845187664031982,0.4835829436779022,0.27716541290283203,0.9656156301498413,0.8765137791633606
bot,bot,WebBot_Rare,only_accept,False,False,True,-6.054832458496094,-0.6885291934013367,2.551643133163452,0.4906628131866455,0.9772836565971375,0.9884727597236633
bot,bot,WebBot_Rare,only_accept,False,False,True,-2.874490737915039,-11.778438568115234,2.4987010955810547,0.36733490228652954,0.943366527557373,0.9998763799667358
bot,bot,WebBot_Rare,only_accept,False,False,True,-6.877174377441406,-0.6885291934013367,2.55163836479187,0.5571809411048889,0.9772836565971375,0.9922994375228882
bot,bot,WebBot_Rare,only_accept,False,False,True,-5.175589084625244,-1.0313084125518799,2.551610231399536,0.26177534461021423,0.9199773669242859,0.9961102604866028
bot,bot,WebBot_Rare,meta_router,False,True,True,-8.724982261657715,0.9247845411300659,2.403240442276001,0.22355887293815613,0.8408377766609192,0.9997397661209106
