policy,class,support,f1,precision,recall,H,D
global,backdoor,40030,0.9987389659520807,0.998327633976487,0.9991506370222333,0,0
global,benign,1474302,0.9119074559634021,0.9664935534438341,0.8631576162821457,0,0
global,ddos,103338,0.9687004211144844,0.9804920600305307,0.9571890301728309,0,0
global,dos,22458,0.9831090114983511,0.9839860826121867,0.9822335025380711,0,0
global,injection,68891,0.9315305555360145,0.9037537537537538,0.9610689349842505,0,0
global,mitm,1161,0.06737937379056562,0.034977932942493906,0.9147286821705426,0,0
global,password,210951,0.8909104384376754,0.8050854592910668,0.9972173632739356,0,0
global,ransomware,709,0.1396551724137931,0.07560378018900946,0.9139633286318759,0,0
global,scanning,6029,0.13841678150359824,0.900398406374502,0.07497097362746724,0,0
global,xss,343854,0.8069904524044945,0.7356565373630294,0.8936438139442903,0,0
regime_route,backdoor,40030,0.9985153023667827,0.9973829166770519,0.9996502623032726,20,0
regime_route,benign,1474302,0.8912782989049073,0.9979396124016672,0.8052156206801592,22222,107646
regime_route,ddos,103338,0.9653143120463884,0.9577197828364606,0.973030250246763,2932,1295
regime_route,dos,22458,0.731175356230953,0.5802546604962481,0.9882001959212753,134,0
regime_route,injection,68891,0.9026599511028577,0.8360866713689968,0.9807522027550769,1522,166
regime_route,mitm,1161,0.043189306222347734,0.0220772221580629,0.9879414298018949,86,1
regime_route,password,210951,0.8921125781792911,0.8065208147379147,0.998027978061256,244,73
regime_route,ransomware,709,0.031936127744510975,0.016252006420545747,0.9139633286318759,0,0
regime_route,scanning,6029,0.3061704482567792,0.1934186951011668,0.7341184275999336,3974,0
regime_route,xss,343854,0.8574285438049247,0.7620652070679432,0.9800729379329599,30082,363
regime_route+V,backdoor,40030,0.9991635351252824,0.9986772816890863,0.9996502623032726,20,0
regime_route+V,benign,1474302,0.9330068567998551,0.9950706698709105,0.8782305117947341,22222,0
regime_route+V,ddos,103338,0.9854665789371831,0.9853712339635055,0.9855619423638933,2932,0
regime_route+V,dos,22458,0.9863336370302882,0.9844741161336114,0.9882001959212753,134,0
regime_route+V,injection,68891,0.9501837771106311,0.9193463005442971,0.9831618063317414,1522,0
regime_route+V,mitm,1161,0.07781468175964211,0.04050097018874581,0.9888027562446167,86,0
regime_route+V,password,210951,0.892783186131441,0.8073912210082422,0.9983740299880067,244,0
regime_route+V,ransomware,709,0.13986617742283616,0.07572747458221339,0.9139633286318759,0,0
regime_route+V,scanning,6029,0.8427265803503428,0.989050279329609,0.7341184275999336,3974,0
regime_route+V,xss,343854,0.8734188029762491,0.7870186767196532,0.9811286185415903,30082,0
class_route,backdoor,40030,0.9980785067252265,0.9970086748429554,0.9991506370222333,0,0
class_route,benign,1474302,0.8933753707116728,0.9964329927716556,0.8096373741607893,19894,98799
class_route,ddos,103338,0.9640317919779346,0.970973093422073,0.9571890301728309,0,0
class_route,dos,22458,0.9757499238103531,0.9545144804088586,0.9979517321221836,353,0
class_route,injection,68891,0.9350448608505645,0.9060976606116724,0.9659026578217764,485,152
class_route,mitm,1161,0.03276968649716119,0.016683685492105884,0.9147286821705426,0,0
class_route,password,210951,0.8922878544948634,0.807337900331971,0.9972173632739356,0,0
class_route,ransomware,709,0.12989475680288234,0.0696279731652775,0.9661495063469676,37,0
class_route,scanning,6029,0.18449170652284522,0.1027525362250392,0.902139658318129,4987,0
class_route,xss,343854,0.8682501471409193,0.7674010502250482,0.9996161161423163,36439,0
class_route+V,backdoor,40030,0.9987639060568603,0.9983774743516138,0.9991506370222333,0,0
class_route+V,benign,1474302,0.9324002950613298,0.9957211192886303,0.8766514594703121,19894,0
class_route+V,ddos,103338,0.9722376484811551,0.9877670038646281,0.9571890301728309,0,0
class_route+V,dos,22458,0.9914401362500277,0.9850129653232541,0.9979517321221836,353,0
class_route+V,injection,68891,0.9541344778254649,0.9405576160995078,0.9681090418196862,485,0
class_route+V,mitm,1161,0.06775551869337756,0.035180706926822805,0.9147286821705426,0,0
class_route+V,password,210951,0.8923843763587965,0.8074959503136108,0.9972173632739356,0,0
class_route+V,ransomware,709,0.14723267060720044,0.0796882270823639,0.9661495063469676,37,0
class_route+V,scanning,6029,0.9461598677915978,0.9946964155084126,0.902139658318129,4987,0
class_route+V,xss,343854,0.882529876872239,0.789996621411974,0.9996161161423163,36439,0
union,backdoor,40030,0.9992259868667449,0.998702335795568,0.9997501873594804,24,0
union,benign,1474302,0.9353305986384249,0.9990612629943398,0.8792431944065734,23715,0
union,ddos,103338,0.9888011625090821,0.9898847854759872,0.9877199094234453,3155,0
union,dos,22458,0.9929555624473883,0.9880091694586493,0.9979517321221836,353,0
union,injection,68891,0.9761003967887791,0.9550909848590082,0.9980548983176322,2548,0
union,mitm,1161,0.08086253369272237,0.042144056046121287,0.9948320413436692,93,0
union,password,210951,0.8936292011907084,0.808362837119919,0.9990045081559225,377,0
union,ransomware,709,0.14754981152396338,0.07987406716417911,0.9661495063469676,37,0
union,scanning,6029,0.9486756404689536,0.995625227852716,0.905954552993863,5010,0
union,xss,343854,0.8835439849266511,0.7916159997052105,0.9996277489864884,36443,0
