true_class,pred_class,selected_expert,reason,DoS_DDoS_accept,Scan_Brute_accept,WebBot_Rare_accept,DoS_DDoS_margin,Scan_Brute_margin,WebBot_Rare_margin,DoS_DDoS_stability,Scan_Brute_stability,WebBot_Rare_stability
web-attack-�-brute-force,web-attack-�-xss,WebBot_Rare,only_accept,False,False,True,-77.00750732421875,-68.33690643310547,0.12451282888650894,0.3925460875034332,0.929526686668396,0.5322320461273193
bot,bot,WebBot_Rare,only_accept,False,False,True,-78.93368530273438,-69.8853530883789,0.11316967755556107,0.47997111082077026,0.9853636026382446,0.996130108833313
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-78.41515350341797,-69.84098052978516,0.0810479000210762,0.38028159737586975,0.8778621554374695,0.9672198295593262
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-69.48246765136719,-69.655029296875,0.04876646399497986,0.81902015209198,0.8990771174430847,0.9952810406684875
bot,bot,WebBot_Rare,only_accept,False,False,True,-78.93368530273438,-69.88519287109375,0.11171933263540268,0.4002231955528259,0.9853636026382446,0.9961317181587219
bot,bot,WebBot_Rare,only_accept,False,False,True,-78.9338607788086,-69.88499450683594,0.10595449060201645,0.4006330966949463,0.9831811785697937,0.9923094511032104
web-attack-�-xss,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-77.05661010742188,-68.67926788330078,0.12364665418863297,0.3428724408149719,0.9288414716720581,0.9292217493057251
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-76.87193298339844,-62.50113296508789,0.12363173067569733,0.49079209566116333,0.9624670147895813,0.9481260180473328
bot,bot,WebBot_Rare,only_accept,False,False,True,-78.93343353271484,-69.88719940185547,0.11990886926651001,0.2987601161003113,0.9435995221138,0.9941298365592957
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-78.7809829711914,-69.81131744384766,0.11193344742059708,0.954129695892334,0.9601635932922363,0.9960750341415405
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-68.84161376953125,-69.6861572265625,0.07429900765419006,0.36463451385498047,0.9325307011604309,0.9720751047134399
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-76.84290313720703,-68.040771484375,0.12182550877332687,0.4086368680000305,0.9648181796073914,0.9699393510818481
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-78.50582122802734,-69.84061431884766,0.08174695819616318,0.49605727195739746,0.8778621554374695,0.9570398330688477
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-77.00750732421875,-61.14408493041992,0.12535066902637482,0.32819780707359314,0.9280927777290344,0.8974398374557495
bot,bot,WebBot_Rare,only_accept,False,False,True,-78.93342590332031,-69.88573455810547,0.07409010827541351,0.6052538156509399,0.9853636026382446,0.9961410760879517
bot,benign,,all_reject,False,False,False,-78.9238510131836,-69.88483428955078,-0.0752711296081543,0.47806042432785034,0.8897320032119751,0.9961158633232117
bot,bot,WebBot_Rare,only_accept,False,False,True,-78.93368530273438,-69.88519287109375,0.10915585607290268,0.5705327987670898,0.980998694896698,0.9961310625076294
bot,bot,WebBot_Rare,only_accept,False,False,True,-78.93312072753906,-69.88712310791016,0.12393314391374588,0.3210773468017578,0.9249649047851562,0.991256594657898
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-77.00750732421875,-67.53352355957031,0.12529844045639038,0.2934799790382385,0.9812320470809937,0.9200029373168945
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-78.13059997558594,-69.0421371459961,0.11064648628234863,0.9910544157028198,0.8897508382797241,0.9940018653869629
web-attack-�-xss,web-attack-�-xss,WebBot_Rare,only_accept,False,False,True,-78.85409545898438,-69.76164245605469,0.0809740349650383,0.8898594975471497,0.9633475542068481,0.6130701303482056
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-76.09723663330078,-52.50694274902344,0.12363173067569733,0.3872239887714386,0.9279482960700989,0.9394329786300659
web-attack-�-xss,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-77.00750732421875,-68.67926788330078,0.12529844045639038,0.38504746556282043,0.9484356641769409,0.9109941720962524
web-attack-�-xss,web-attack-�-xss,WebBot_Rare,only_accept,False,False,True,-78.85409545898438,-69.7955093383789,0.05202452465891838,0.9073918461799622,0.9517404437065125,0.5751581192016602
bot,bot,WebBot_Rare,only_accept,False,False,True,-78.93290710449219,-69.7981948852539,0.1180989220738411,0.2744523882865906,0.8537624478340149,0.99235999584198
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-78.13059997558594,-69.0421371459961,0.10807032883167267,0.9924049377441406,0.853958010673523,0.9943532943725586
bot,bot,WebBot_Rare,only_accept,False,False,True,-78.93290710449219,-69.79622650146484,0.11972907185554504,0.33055439591407776,0.9268811345100403,0.9924688339233398
web-attack-�-brute-force,web-attack-�-xss,WebBot_Rare,only_accept,False,False,True,-77.69329071044922,-69.8175277709961,0.11457899212837219,0.23854780197143555,0.9296706914901733,0.862937331199646
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-77.00750732421875,-67.64125061035156,0.12529844045639038,0.08954396843910217,0.9451718330383301,0.8727768063545227
bot,bot,WebBot_Rare,only_accept,False,False,True,-78.93290710449219,-69.7981948852539,0.11766545474529266,0.1726653277873993,0.8666871190071106,0.9948323369026184
bot,benign,,all_reject,False,False,False,-78.93196868896484,-69.88496398925781,-7.035502910614014,0.6560508012771606,0.9794672131538391,0.9961241483688354
bot,bot,WebBot_Rare,only_accept,False,False,True,-78.93312072753906,-69.88702392578125,0.1237645298242569,0.7059478759765625,0.9063302874565125,0.993033230304718
bot,bot,WebBot_Rare,only_accept,False,False,True,-78.93312072753906,-69.88702392578125,0.12203814089298248,0.6829904317855835,0.9249647855758667,0.9883928298950195
web-attack-�-xss,benign,,all_reject,False,False,False,-8.974520683288574,-69.86890411376953,-0.17351356148719788,0.03452964127063751,0.9225084185600281,0.7014678120613098
bot,bot,WebBot_Rare,only_accept,False,False,True,-78.93312072753906,-69.88712310791016,0.1237645298242569,0.4135200083255768,0.9058643579483032,0.9961560368537903
web-attack-�-xss,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-77.00750732421875,-68.67926788330078,0.12529844045639038,0.34594494104385376,0.9312485456466675,0.9098091125488281
bot,benign,,all_reject,False,False,False,-78.9297866821289,-69.8851318359375,-0.3476433753967285,0.34566253423690796,0.9688472747802734,0.9999605417251587
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-77.00750732421875,-67.79863739013672,0.12529844045639038,0.4116457998752594,0.9451718330383301,0.90766441822052
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-75.9461441040039,-51.70906066894531,0.12363173067569733,0.4029983878135681,0.9483286738395691,0.89068204164505
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-77.00750732421875,-67.64125061035156,0.12529844045639038,0.23555216193199158,0.9639738202095032,0.9494708180427551
bot,bot,WebBot_Rare,only_accept,False,False,True,-78.93321990966797,-69.88487243652344,0.10280834138393402,0.5701989531517029,0.9853636026382446,0.9884893298149109
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-77.00750732421875,-68.33690643310547,0.12451282888650894,0.45232853293418884,0.9623953700065613,0.9579936265945435
web-attack-�-brute-force,web-attack-�-xss,WebBot_Rare,only_accept,False,False,True,-77.00750732421875,-67.79863739013672,0.12529844045639038,0.12871834635734558,0.9279482960700989,0.8937973976135254
bot,bot,WebBot_Rare,only_accept,False,False,True,-78.93321990966797,-69.88544464111328,0.10226968675851822,0.621118426322937,0.9772836565971375,0.9961405992507935
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-77.05661010742188,-68.67926788330078,0.12364665418863297,0.37313979864120483,0.9656156301498413,0.9605369567871094
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-77.00750732421875,-67.64125061035156,0.12529844045639038,0.3426364064216614,0.9451718330383301,0.9442592859268188
web-attack-�-brute-force,web-attack-�-xss,WebBot_Rare,only_accept,False,False,True,-77.08928680419922,-68.67926788330078,0.12364665418863297,0.26590800285339355,0.9656156301498413,0.7760054469108582
bot,bot,WebBot_Rare,only_accept,False,False,True,-78.93368530273438,-69.88465118408203,0.11366207897663116,0.40002480149269104,0.980998694896698,0.9999639391899109
bot,bot,WebBot_Rare,only_accept,False,False,True,-78.93343353271484,-69.88702392578125,0.12305203825235367,0.2748960554599762,0.9244989156723022,0.991256833076477
bot,bot,WebBot_Rare,only_accept,False,False,True,-78.93341064453125,-69.8854751586914,0.039319802075624466,0.520773708820343,0.9927936792373657,0.9923011064529419
bot,benign,,all_reject,False,False,False,-78.93070220947266,-69.88597106933594,-0.080045185983181,0.35693836212158203,0.9275709390640259,0.9999618530273438
bot,bot,WebBot_Rare,only_accept,False,False,True,-78.93290710449219,-69.7981948852539,0.11766545474529266,0.4940052926540375,0.8473001718521118,0.9923688769340515
bot,bot,WebBot_Rare,only_accept,False,False,True,-78.93312072753906,-69.88501739501953,0.12412039935588837,0.45941871404647827,0.9428932070732117,0.9912756681442261
web-attack-�-xss,web-attack-�-xss,WebBot_Rare,only_accept,False,False,True,-76.84290313720703,-68.67926788330078,0.12182550877332687,0.3398113250732422,0.9820090532302856,0.8811370134353638
bot,bot,WebBot_Rare,only_accept,False,False,True,-78.93343353271484,-69.88712310791016,0.12393314391374588,0.6367858648300171,0.9244989156723022,0.9941340684890747
