model,class,window,validation_FPR_target,threshold,positives,negatives,TP,FP,recall,FPR
global_raw,backdoor,full_test,0.001,0.01896730437874794,40030,2231693,40014,38545,0.9996002997751686,0.01727164085741184
global_raw,backdoor,time_quartile_1,0.001,0.01896730437874794,0,567929,0,80,,0.00014086267825731737
global_raw,backdoor,time_quartile_2,0.001,0.01896730437874794,0,567932,0,1161,,0.0020442588197178537
global_raw,backdoor,time_quartile_3,0.001,0.01896730437874794,0,567931,0,274,,0.0004824529740408606
global_raw,backdoor,time_quartile_4,0.001,0.01896730437874794,40030,527901,40014,37030,0.9996002997751686,0.07014572808159106
global_raw,backdoor,full_test,0.01,0.00755895534530282,40030,2231693,40014,60853,0.9996002997751686,0.02726763941097633
global_raw,backdoor,time_quartile_1,0.01,0.00755895534530282,0,567929,0,1303,,0.002294300872116057
global_raw,backdoor,time_quartile_2,0.01,0.00755895534530282,0,567932,0,2878,,0.005067508081953474
global_raw,backdoor,time_quartile_3,0.01,0.00755895534530282,0,567931,0,640,,0.0011268974576136889
global_raw,backdoor,time_quartile_4,0.01,0.00755895534530282,40030,527901,40014,56032,0.9996002997751686,0.10614111358000837
global_raw,benign,full_test,0.001,0.9425615072250366,1474302,797421,608095,791,0.41246298248255786,0.0009919477916934718
global_raw,benign,time_quartile_1,0.001,0.9425615072250366,394793,173136,122689,712,0.3107679214170464,0.004112374087422604
global_raw,benign,time_quartile_2,0.001,0.9425615072250366,358160,209772,106076,2,0.29616930980567346,9.534160898499323e-06
global_raw,benign,time_quartile_3,0.001,0.9425615072250366,284140,283791,96260,37,0.33877665939325685,0.0001303776370638956
global_raw,benign,time_quartile_4,0.001,0.9425615072250366,437209,130722,283070,40,0.6474477881287897,0.0003059928703661205
global_raw,benign,full_test,0.01,0.6671148538589478,1474302,797421,1197262,8088,0.8120873470971348,0.010142697521133755
global_raw,benign,time_quartile_1,0.01,0.6671148538589478,394793,173136,393531,6279,0.9968033881046523,0.03626628777377322
global_raw,benign,time_quartile_2,0.01,0.6671148538589478,358160,209772,302891,50,0.8456862854590127,0.00023835402246248307
global_raw,benign,time_quartile_3,0.01,0.6671148538589478,284140,283791,178648,986,0.6287323150559583,0.0034743878417567856
global_raw,benign,time_quartile_4,0.01,0.6671148538589478,437209,130722,322192,773,0.7369290202168757,0.005913312219825278
global_raw,ddos,full_test,0.001,0.24737006425857544,103338,2168385,101819,1966,0.9853006638409878,0.000906665559852148
global_raw,ddos,time_quartile_1,0.001,0.24737006425857544,75758,492171,74438,334,0.9825760975738536,0.0006786259247294131
global_raw,ddos,time_quartile_2,0.001,0.24737006425857544,27580,540352,27381,59,0.9927846265409718,0.00010918808480397963
global_raw,ddos,time_quartile_3,0.001,0.24737006425857544,0,567931,0,633,,0.0011145720166710392
global_raw,ddos,time_quartile_4,0.001,0.24737006425857544,0,567931,0,940,,0.0016551306408701058
global_raw,ddos,full_test,0.01,0.1375960260629654,103338,2168385,101958,3665,0.9866457643848342,0.0016901980045056575
global_raw,ddos,time_quartile_1,0.01,0.1375960260629654,75758,492171,74535,803,0.9838564904036537,0.0016315467591548466
global_raw,ddos,time_quartile_2,0.01,0.1375960260629654,27580,540352,27423,157,0.9943074691805657,0.00029055134430889493
global_raw,ddos,time_quartile_3,0.01,0.1375960260629654,0,567931,0,1298,,0.002285488906222763
global_raw,ddos,time_quartile_4,0.01,0.1375960260629654,0,567931,0,1407,,0.002477413629472594
global_raw,dos,full_test,0.001,0.1494377851486206,22458,2249265,22189,2843,0.9880220856710303,0.001263968451916515
