true_class,pred_class,selected_expert,reason,DoS_DDoS_accept,Scan_Brute_accept,WebBot_Main_accept,Rare_Micro_accept,DoS_DDoS_margin,Scan_Brute_margin,WebBot_Main_margin,Rare_Micro_margin,DoS_DDoS_stability,Scan_Brute_stability,WebBot_Main_stability,Rare_Micro_stability
web-attack-�-brute-force,web-attack-�-xss,WebBot_Main,only_accept,False,False,True,True,-3.0184526443481445,-1.9124841690063477,0.20836418867111206,0.739291250705719,0.4575599133968353,0.963973879814148,0.7498305439949036,0.9990072250366211
bot,bot,WebBot_Main,only_accept,False,False,True,True,-6.652770042419434,-0.5523794889450073,2.220798969268799,1.0527549982070923,0.5306588411331177,0.9735685586929321,0.9999787211418152,0.9997328519821167
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-4.394338607788086,-5.075381755828857,0.5555158257484436,1.9531663656234741,0.5340689420700073,0.807193398475647,0.993291974067688,0.9971756935119629
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-11.966928482055664,-14.96757698059082,0.553010880947113,1.9531663656234741,0.5087205171585083,0.8311745524406433,0.9962064623832703,0.9977132081985474
bot,bot,WebBot_Main,only_accept,False,False,True,True,-6.652770042419434,-0.5523794889450073,2.220798969268799,1.0527549982070923,0.6212204694747925,0.9794660806655884,0.9999818801879883,0.9997218251228333
bot,bot,WebBot_Main,only_accept,False,False,True,True,-6.635929584503174,-0.5523794889450073,2.2208056449890137,1.0527549982070923,0.6222787499427795,0.9772836565971375,0.9999765157699585,0.9997108578681946
web-attack-�-xss,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-3.1535937786102295,-2.3483688831329346,0.23729731142520905,0.739291250705719,0.27565109729766846,0.9476272463798523,0.9366076588630676,0.9980835914611816
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Main,only_accept,False,False,True,True,-1.211859941482544,-2.3959343433380127,0.0883851945400238,0.739291250705719,0.3582649827003479,0.9452798962593079,0.9433773756027222,0.9990289807319641
bot,bot,WebBot_Main,only_accept,False,False,True,False,-5.401327133178711,-11.642289161682129,2.220813274383545,-3.1776092052459717,0.2987601161003113,0.9622340202331543,0.999984085559845,0.9975997805595398
web-attack-�-brute-force,dos-goldeneye,DoS_DDoS,meta_router,True,False,True,False,0.7650818824768066,-6.103099346160889,1.068105936050415,-4.065326690673828,0.9740587472915649,0.9601635932922363,0.9984883069992065,0.9979115724563599
