true_class,pred_class,selected_expert,reason,DoS_DDoS_accept,Scan_Brute_accept,WebBot_Rare_accept,DoS_DDoS_margin,Scan_Brute_margin,WebBot_Rare_margin,DoS_DDoS_stability,Scan_Brute_stability,WebBot_Rare_stability
web-attack-�-brute-force,web-attack-�-xss,WebBot_Rare,only_accept,False,False,True,-5.621013164520264,-2.284771680831909,0.24124981462955475,0.4575599133968353,0.963973879814148,0.7249460220336914
bot,bot,WebBot_Rare,only_accept,False,False,True,-9.255331039428711,-0.9246668815612793,2.2521133422851562,0.5306588411331177,0.9735685586929321,0.9922994375228882
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-6.996899127960205,-5.44766902923584,0.6159387230873108,0.5340689420700073,0.807193398475647,0.9708783030509949
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-14.569488525390625,-15.339864730834961,0.7017918825149536,0.5087205171585083,0.8311745524406433,0.9818782806396484
bot,bot,WebBot_Rare,only_accept,False,False,True,-9.255331039428711,-0.9246668815612793,2.2521133422851562,0.6212204694747925,0.9794660806655884,0.9923009872436523
bot,bot,WebBot_Rare,only_accept,False,False,True,-9.238490104675293,-0.9246668815612793,2.252119779586792,0.6222787499427795,0.9772836565971375,0.9923040270805359
web-attack-�-xss,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-5.756154537200928,-2.720656394958496,0.08796468377113342,0.27565109729766846,0.9476272463798523,0.9143635630607605
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-3.814420700073242,-2.768221855163574,0.1536104530096054,0.3582649827003479,0.9452798962593079,0.9563562273979187
bot,bot,WebBot_Rare,only_accept,False,False,True,-8.003888130187988,-12.014575958251953,2.199176073074341,0.2987601161003113,0.9622340202331543,0.9970031976699829
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-1.837478756904602,-6.475386619567871,1.015463948249817,0.9740587472915649,0.9601635932922363,0.9976690411567688
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-10.335103988647461,-15.339864730834961,0.6845791935920715,0.46721404790878296,0.9325307011604309,0.976479709148407
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-5.942171573638916,-2.720656394958496,0.13451358675956726,0.34041628241539,0.9288414716720581,0.9782282710075378
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-6.995641231536865,-5.44766902923584,0.56464022397995,0.49605727195739746,0.8059711456298828,0.9885786771774292
web-attack-�-brute-force,benign,,all_reject,False,False,False,-5.833054065704346,-2.768221855163574,-0.022517891600728035,0.41084012389183044,0.9812320470809937,0.9276729822158813
bot,bot,WebBot_Rare,only_accept,False,False,True,-9.074237823486328,-0.9246668815612793,2.252134323120117,0.3458370864391327,0.9816485643386841,0.9961442947387695
bot,bot,WebBot_Rare,only_accept,False,False,True,-11.04186725616455,-1.7563972473144531,2.252065420150757,0.5301737189292908,0.8448473215103149,0.9922714233398438
bot,bot,WebBot_Rare,only_accept,False,False,True,-9.255331039428711,-0.9246668815612793,2.2521114349365234,0.49078482389450073,0.9853636026382446,0.988465428352356
bot,bot,WebBot_Rare,only_accept,False,False,True,-6.060848236083984,-12.014575958251953,2.199176073074341,0.7292090654373169,0.943366527557373,0.9941297769546509
