model,class,window,validation_FPR_target,threshold,positives,negatives,TP,FP,recall,FPR
global_raw,backdoor,full_test,0.001,0.010272773914039135,40030,2231693,40018,70035,0.9997002248313764,0.031382004603679806
global_raw,backdoor,time_quartile_1,0.001,0.010272773914039135,0,567929,0,261,,0.0004595644878144979
global_raw,backdoor,time_quartile_2,0.001,0.010272773914039135,0,567932,0,1515,,0.002667572878443194
global_raw,backdoor,time_quartile_3,0.001,0.010272773914039135,0,567931,0,1369,,0.0024105040929267817
global_raw,backdoor,time_quartile_4,0.001,0.010272773914039135,40030,527901,40018,66890,0.9997002248313764,0.1267093640663685
global_raw,backdoor,full_test,0.01,0.0052234395407140255,40030,2231693,40018,103832,0.9997002248313764,0.046526112686646415
global_raw,backdoor,time_quartile_1,0.01,0.0052234395407140255,0,567929,0,6107,,0.010753104701467965
global_raw,backdoor,time_quartile_2,0.01,0.0052234395407140255,0,567932,0,3513,,0.006185599684469268
global_raw,backdoor,time_quartile_3,0.01,0.0052234395407140255,0,567931,0,5177,,0.00911554396572823
global_raw,backdoor,time_quartile_4,0.01,0.0052234395407140255,40030,527901,40018,89035,0.9997002248313764,0.16865851741140858
global_raw,benign,full_test,0.001,0.9677853584289551,1474302,797421,481595,848,0.3266596667439914,0.0010634282267459724
global_raw,benign,time_quartile_1,0.001,0.9677853584289551,394793,173136,71546,792,0.18122408452024225,0.004574438591627391
global_raw,benign,time_quartile_2,0.001,0.9677853584289551,358160,209772,41309,0,0.1153367210185392,0.0
global_raw,benign,time_quartile_3,0.001,0.9677853584289551,284140,283791,94533,36,0.33269866966988104,0.0001268539171432498
global_raw,benign,time_quartile_4,0.001,0.9677853584289551,437209,130722,274207,20,0.6271760187919279,0.00015299643518306024
global_raw,benign,full_test,0.01,0.622394323348999,1474302,797421,1225175,8293,0.8310203743873372,0.010399776278778713
global_raw,benign,time_quartile_1,0.01,0.622394323348999,394793,173136,393375,5942,0.9964082443204414,0.034319841049810555
global_raw,benign,time_quartile_2,0.01,0.622394323348999,358160,209772,303542,67,0.8475039088675452,0.00031939439009972734
global_raw,benign,time_quartile_3,0.01,0.622394323348999,284140,283791,179836,1289,0.6329133525726754,0.004542074977712472
global_raw,benign,time_quartile_4,0.01,0.622394323348999,437209,130722,348422,995,0.7969232106383903,0.007611572650357247
global_raw,ddos,full_test,0.001,0.28055569529533386,103338,2168385,101676,1573,0.9839168553678221,0.0007254246824249384
global_raw,ddos,time_quartile_1,0.001,0.28055569529533386,75758,492171,74237,249,0.9799229124316904,0.0005059217223282151
global_raw,ddos,time_quartile_2,0.001,0.28055569529533386,27580,540352,27439,37,0.9948875997099348,6.84738836906313e-05
global_raw,ddos,time_quartile_3,0.001,0.28055569529533386,0,567931,0,652,,0.0011480267849439457
global_raw,ddos,time_quartile_4,0.001,0.28055569529533386,0,567931,0,635,,0.001118093571226082
global_raw,ddos,full_test,0.01,0.09155258536338806,103338,2168385,102144,9791,0.9884456830981827,0.004515342063332849
global_raw,ddos,time_quartile_1,0.01,0.09155258536338806,75758,492171,74613,3888,0.984886084637926,0.007899693399245384
global_raw,ddos,time_quartile_2,0.01,0.09155258536338806,27580,540352,27531,274,0.9982233502538072,0.000507076868411702
global_raw,ddos,time_quartile_3,0.01,0.09155258536338806,0,567931,0,3495,,0.006153916584937255
global_raw,ddos,time_quartile_4,0.01,0.09155258536338806,0,567931,0,2134,,0.003757498710230644
global_raw,dos,full_test,0.001,0.2822381556034088,22458,2249265,21593,701,0.9614836583845401,0.00031165736362767394
