true_class,pred_class,selected_expert,reason,DoS_DDoS_accept,Scan_Brute_accept,WebBot_Rare_accept,DoS_DDoS_margin,Scan_Brute_margin,WebBot_Rare_margin,DoS_DDoS_stability,Scan_Brute_stability,WebBot_Rare_stability
web-attack-�-brute-force,web-attack-�-xss,WebBot_Rare,only_accept,False,False,True,-79.55204010009766,-72.0184097290039,5.391030788421631,0.8780950307846069,0.9649505615234375,0.5334226489067078
bot,bot,WebBot_Rare,only_accept,False,False,True,-80.52592468261719,-72.64041900634766,5.375146389007568,0.5169194340705872,0.9962339401245117,0.9973490834236145
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-79.96658325195312,-72.3459701538086,5.324174880981445,0.6609653234481812,0.8883357048034668,0.30729466676712036
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-61.53321075439453,-71.1984634399414,5.289924621582031,0.8433212041854858,0.9510776400566101,0.6847045421600342
bot,bot,WebBot_Rare,only_accept,False,False,True,-80.52592468261719,-72.6413803100586,5.374173641204834,0.6956795454025269,0.9962338209152222,0.9973475337028503
bot,bot,WebBot_Rare,only_accept,False,False,True,-80.52623748779297,-72.64051818847656,5.365039825439453,0.6946815252304077,0.9978901147842407,0.9947468042373657
web-attack-�-xss,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-79.46285247802734,-72.08902740478516,5.390258312225342,0.6404165029525757,0.9885287284851074,0.6199807524681091
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-79.46881866455078,-63.20405578613281,5.390636444091797,0.5052927136421204,0.9999979138374329,0.4713203012943268
bot,bot,WebBot_Rare,only_accept,False,False,True,-80.52423858642578,-72.64171600341797,5.385086536407471,0.6779112219810486,0.9569944143295288,0.9935978055000305
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-80.41400146484375,-72.62106323242188,5.3690409660339355,0.9630816578865051,0.991309642791748,0.6034425497055054
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-62.72394561767578,-71.62438201904297,5.343400001525879,0.648402988910675,0.9737110137939453,0.29572761058807373
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-79.32198333740234,-72.06900787353516,5.389742851257324,0.7400922775268555,0.9885275959968567,0.42608708143234253
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-80.00865936279297,-72.42389678955078,5.325745105743408,0.6724125742912292,0.8883358240127563,0.2609153389930725
