true_class,pred_class,selected_expert,reason,DoS_DDoS_accept,Scan_Brute_accept,WebBot_Rare_accept,DoS_DDoS_margin,Scan_Brute_margin,WebBot_Rare_margin,DoS_DDoS_stability,Scan_Brute_stability,WebBot_Rare_stability
web-attack-�-brute-force,web-attack-�-xss,WebBot_Rare,only_accept,False,False,True,-74.22570037841797,-70.6489486694336,12.060540199279785,0.8780950307846069,0.9649505615234375,0.5334226489067078
bot,bot,WebBot_Rare,only_accept,False,False,True,-75.19959259033203,-71.27095794677734,12.044655799865723,0.5169194340705872,0.9962339401245117,0.9973490834236145
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-74.64025115966797,-70.97650909423828,11.993684768676758,0.6609653234481812,0.8883357048034668,0.30729466676712036
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-56.20687484741211,-69.8290023803711,11.959433555603027,0.8433212041854858,0.9510776400566101,0.6847045421600342
bot,bot,WebBot_Rare,only_accept,False,False,True,-75.19959259033203,-71.27191925048828,12.043683052062988,0.6956795454025269,0.9962338209152222,0.9973475337028503
bot,bot,WebBot_Rare,only_accept,False,False,True,-75.19989776611328,-71.27105712890625,12.034549713134766,0.6946815252304077,0.9978901147842407,0.9947468042373657
web-attack-�-xss,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-74.13651275634766,-70.71956634521484,12.059767723083496,0.6404165029525757,0.9885287284851074,0.6199807524681091
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-74.1424789428711,-61.8345947265625,12.06014633178711,0.5052927136421204,0.9999979138374329,0.4713203012943268
bot,bot,WebBot_Rare,only_accept,False,False,True,-75.1978988647461,-71.27225494384766,12.054595947265625,0.6779112219810486,0.9569944143295288,0.9935978055000305
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-75.08766174316406,-71.25160217285156,12.03855037689209,0.9630816578865051,0.991309642791748,0.6034425497055054
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-57.39760971069336,-70.25492095947266,12.012909889221191,0.648402988910675,0.9737110137939453,0.29572761058807373
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-73.99564361572266,-70.69954681396484,12.059252738952637,0.7400922775268555,0.9885275959968567,0.42608708143234253
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-74.68231964111328,-71.05443572998047,11.995254516601562,0.6724125742912292,0.8883358240127563,0.2609153389930725
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-74.22570037841797,-66.79006958007812,12.060540199279785,0.6794241070747375,0.976699709892273,0.4008968472480774
bot,bot,WebBot_Rare,only_accept,False,False,True,-75.19942474365234,-71.27153015136719,11.987117767333984,0.7044655084609985,0.9962339401245117,0.9973610639572144
bot,bot,WebBot_Rare,only_accept,False,False,True,-75.18362426757812,-71.27153778076172,11.881738662719727,0.6224068403244019,0.9597486257553101,0.9973437190055847
bot,bot,WebBot_Rare,only_accept,False,False,True,-75.19959259033203,-71.27191925048828,12.032522201538086,0.5782095789909363,0.9995463490486145,0.9973469972610474
bot,bot,WebBot_Rare,only_accept,False,False,True,-75.19795227050781,-71.27186584472656,12.05943775177002,0.7100082039833069,0.9355422258377075,0.9904336929321289
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-74.22570037841797,-70.58547973632812,12.060540199279785,0.9197409749031067,0.9999973177909851,0.5555001497268677
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-74.16635131835938,-71.06599426269531,12.035576820373535,0.9962899088859558,0.9185155630111694,0.5088098049163818
web-attack-�-xss,web-attack-�-xss,WebBot_Rare,only_accept,False,False,True,-75.13446044921875,-71.23551940917969,12.010319709777832,0.9069067239761353,0.9788058400154114,0.2682841718196869
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-74.1424789428711,-61.37914276123047,12.059876441955566,0.8885846138000488,0.9766335487365723,0.6860901713371277
web-attack-�-xss,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-74.22570037841797,-70.66053009033203,12.060540199279785,0.5011388659477234,0.9650493860244751,0.4807775914669037
web-attack-�-xss,web-attack-�-xss,WebBot_Rare,only_accept,False,False,True,-75.13693237304688,-71.23884582519531,11.979358673095703,0.9231060743331909,0.9843675494194031,0.5706064701080322
bot,bot,WebBot_Rare,only_accept,False,False,True,-75.19979858398438,-71.17311096191406,12.05142593383789,0.555099368095398,0.9526203274726868,0.9852294921875
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-74.16635131835938,-71.06599426269531,12.035576820373535,0.8490729331970215,0.9178627133369446,0.34336376190185547
bot,bot,WebBot_Rare,only_accept,False,False,True,-75.19979858398438,-71.1468276977539,12.051029205322266,0.7894108891487122,0.976309597492218,0.982616126537323
web-attack-�-brute-force,web-attack-�-xss,WebBot_Rare,only_accept,False,False,True,-74.91481018066406,-71.2280044555664,12.028925895690918,0.6796619296073914,0.9650500416755676,0.43157991766929626
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-74.22570037841797,-70.6489486694336,12.060540199279785,0.8579627871513367,0.988316535949707,0.34056055545806885
bot,bot,WebBot_Rare,only_accept,False,False,True,-75.19979858398438,-71.17747497558594,12.052279472351074,0.845480740070343,0.9984506368637085,0.9901574850082397
bot,bot,WebBot_Rare,only_accept,False,False,True,-75.19901275634766,-71.27176666259766,5.675863742828369,0.6672030091285706,0.9964268803596497,0.9973347783088684
bot,bot,WebBot_Rare,only_accept,False,False,True,-75.19795227050781,-71.27179718017578,12.05943775177002,0.4082528054714203,0.9140899777412415,0.9921108484268188
bot,bot,WebBot_Rare,only_accept,False,False,True,-75.19795227050781,-71.27179718017578,12.057689666748047,0.5073143839836121,0.9355422258377075,0.9872827529907227
web-attack-�-xss,web-attack-�-xss,WebBot_Rare,only_accept,False,False,True,-18.159610748291016,-71.25086212158203,11.658492088317871,0.18194332718849182,0.978020191192627,0.3920831084251404
