true_class,pred_class,selected_expert,reason,DoS_DDoS_accept,Scan_Brute_accept,WebBot_Rare_accept,DoS_DDoS_margin,Scan_Brute_margin,WebBot_Rare_margin,DoS_DDoS_stability,Scan_Brute_stability,WebBot_Rare_stability
web-attack-�-brute-force,dos-slowloris,DoS_DDoS,meta_router,True,False,True,0.12828144431114197,-5.086284637451172,0.6929823756217957,0.29703062772750854,0.9319885969161987,0.6456674337387085
bot,bot,WebBot_Rare,meta_router,False,True,True,-8.48068904876709,1.4103564023971558,2.6446220874786377,0.6125805974006653,0.9999582171440125,0.9923348426818848
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-4.041271686553955,-7.714964389801025,1.2374809980392456,0.4455482065677643,0.8629633784294128,0.9657196998596191
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-19.921628952026367,-18.20772361755371,1.2875261306762695,0.7383120656013489,0.9329984784126282,0.9801777005195618
bot,bot,WebBot_Rare,meta_router,False,True,True,-8.48068904876709,1.4103564023971558,2.6446220874786377,0.46519145369529724,0.9948088526725769,0.9961613416671753
bot,bot,WebBot_Rare,meta_router,False,True,True,-8.42816162109375,1.4103564023971558,2.644629955291748,0.6761964559555054,0.9957960247993469,0.9999879598617554
web-attack-�-xss,dos-slowloris,DoS_DDoS,meta_router,True,False,True,0.12828144431114197,-6.002352714538574,0.5075645446777344,0.2429671287536621,0.9521409273147583,0.8899475932121277
web-attack-�-brute-force,dos-slowloris,DoS_DDoS,meta_router,True,False,True,3.6937031745910645,-6.002352714538574,0.45541122555732727,0.3817383646965027,0.9262299537658691,0.8930037617683411
bot,bot,WebBot_Rare,only_accept,False,False,True,-2.7321128845214844,-16.14011573791504,2.587012529373169,0.5304006338119507,0.9207831621170044,0.9979193806648254
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,meta_router,True,False,True,7.544564723968506,-6.592408180236816,1.865559458732605,0.9837337732315063,0.9753692746162415,0.9955804944038391
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-11.676202774047852,-18.20772361755371,1.235377550125122,0.5243961811065674,0.927258312702179,0.9790275692939758
