method,bucket,cls,support,precision,recall,f1
realistic_oracle,all,backdoor,40678,0.9997539491166774,0.998869167609027,0.9993113625184457
realistic_oracle,all,benign,3358444,0.9873974054745728,0.9852253007642825,0.9863101572397347
realistic_oracle,all,ddos,828252,0.993697220256796,0.9936420316522024,0.9936696251882028
realistic_oracle,all,dos,40692,0.9272023685850821,0.877346898653298,0.9015859386837719
realistic_oracle,all,injection,76356,0.9945182633420823,0.9527869453612028,0.9732054472001498
realistic_oracle,all,mitm,1204,0.9982993197278912,0.9750830564784053,0.9865546218487395
realistic_oracle,all,password,318956,0.9494771660264618,0.8927626381068235,0.9202469056006205
realistic_oracle,all,ransomware,795,0.994475138121547,0.9056603773584906,0.9479921000658328
realistic_oracle,all,scanning,271796,0.9998122936610465,0.9994628324184315,0.9996375324978795
realistic_oracle,all,xss,566887,0.9377841217372432,0.9908994208722374,0.9636103825258474
realistic_oracle,seen_same_label,backdoor,34582,0.999942169789498,1.0,0.9999710840586415
realistic_oracle,seen_same_label,benign,2540723,0.9861362982530315,0.9997193712183501,0.9928813812411047
realistic_oracle,seen_same_label,ddos,785668,0.9993969918288577,0.9998943574130549,0.9996456127559048
realistic_oracle,seen_same_label,dos,25108,0.9574541548377197,0.9939859805639637,0.975378121702427
realistic_oracle,seen_same_label,injection,4334,0.9804456571168713,0.9949238578680203,0.9876316994961063
realistic_oracle,seen_same_label,mitm,0,0.0,0.0,0.0
realistic_oracle,seen_same_label,password,185154,0.9999342857518367,0.8218239951607851,0.9021723663615235
realistic_oracle,seen_same_label,ransomware,86,1.0,0.5581395348837209,0.7164179104477612
realistic_oracle,seen_same_label,scanning,73,0.7717391304347826,0.9726027397260274,0.8606060606060606
realistic_oracle,seen_same_label,xss,248970,0.9991814494453404,0.9854801783347391,0.9922835199767049
realistic_oracle,seen_diff_label,backdoor,46,0.25,0.043478260869565216,0.07407407407407407
realistic_oracle,seen_diff_label,benign,111567,0.9258943531555895,0.5646472523237158,0.701494947245344
realistic_oracle,seen_diff_label,ddos,13328,0.6335688222964055,0.6123199279711885,0.6227631729558548
realistic_oracle,seen_diff_label,dos,11416,0.7996374622356496,0.579625087596356,0.6720836930577421
realistic_oracle,seen_diff_label,injection,4226,0.6872427983539094,0.15806909607193564,0.25702193151212005
realistic_oracle,seen_diff_label,mitm,39,1.0,0.3333333333333333,0.5
realistic_oracle,seen_diff_label,password,384,0.006640547181087721,0.2604166666666667,0.012950851518487341
