true_class,pred_class,selected_expert,reason,DoS_DDoS_accept,Scan_Brute_accept,WebBot_Rare_accept,DoS_DDoS_margin,Scan_Brute_margin,WebBot_Rare_margin,DoS_DDoS_stability,Scan_Brute_stability,WebBot_Rare_stability
web-attack-�-brute-force,web-attack-�-xss,WebBot_Rare,only_accept,False,False,True,-1.513716459274292,-5.086284637451172,0.6342763900756836,0.2967226207256317,0.9319885969161987,0.8166783452033997
bot,bot,WebBot_Rare,meta_router,False,True,True,-10.122687339782715,1.4103564023971558,2.585916042327881,0.691972553730011,0.996036171913147,0.9961613416671753
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-5.683269500732422,-7.714964389801025,1.1787749528884888,0.7361589670181274,0.8647853136062622,0.9657196998596191
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-21.563629150390625,-18.20772361755371,1.2288202047348022,0.6343164443969727,0.9215182065963745,0.9957133531570435
bot,bot,WebBot_Rare,meta_router,False,True,True,-10.122687339782715,1.4103564023971558,2.585916042327881,0.4821907579898834,0.996036171913147,0.9961625337600708
bot,bot,WebBot_Rare,meta_router,False,True,True,-10.070158958435059,1.4103564023971558,2.585923910140991,0.6761964559555054,0.9943286180496216,0.9923361539840698
web-attack-�-xss,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-1.513716459274292,-6.002352714538574,0.4488585591316223,0.27890074253082275,0.9584911465644836,0.8441271781921387
web-attack-�-brute-force,dos-slowloris,DoS_DDoS,meta_router,True,False,True,2.0517051219940186,-6.002352714538574,0.3967052400112152,0.33468836545944214,0.9521409273147583,0.8930037617683411
bot,bot,WebBot_Rare,only_accept,False,False,True,-4.374110698699951,-16.14011573791504,2.528306722640991,0.44845619797706604,0.9416014552116394,0.9922420382499695
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,meta_router,True,False,True,5.902566909790039,-6.592408180236816,1.8068534135818481,0.9680191278457642,0.9753692746162415,0.9913957715034485
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-13.318201065063477,-18.20772361755371,1.1766716241836548,0.5243961811065674,0.947833240032196,0.987723708152771
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-1.5376375913619995,-6.002352714538574,0.4816230237483978,0.308515727519989,0.9170016050338745,0.9546619653701782
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-5.678776741027832,-7.714964389801025,1.1496902704238892,0.41235512495040894,0.8704408407211304,0.9761341214179993
web-attack-�-brute-force,web-attack-�-xss,WebBot_Rare,only_accept,False,False,True,-1.2456977367401123,-6.002352714538574,0.3822876513004303,0.2972939610481262,0.916265606880188,0.8291323781013489
bot,bot,WebBot_Rare,meta_router,False,True,True,-9.942715644836426,1.4103564023971558,2.5859463214874268,0.4876483976840973,0.9972635507583618,0.9923523664474487
