true_class,pred_class,selected_expert,reason,DoS_DDoS_accept,Scan_Brute_accept,WebBot_Rare_accept,DoS_DDoS_margin,Scan_Brute_margin,WebBot_Rare_margin,DoS_DDoS_stability,Scan_Brute_stability,WebBot_Rare_stability
web-attack-�-brute-force,portscan,Scan_Brute,meta_router,True,True,True,1.433106541633606,1.0317833423614502,0.7125511169433594,0.2967226207256317,0.9319885969161987,0.8166783452033997
bot,portscan,Scan_Brute,meta_router,False,True,True,-7.175864219665527,7.528424263000488,2.6641910076141357,0.691972553730011,0.996036171913147,0.9961613416671753
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-2.7364463806152344,-1.5968962907791138,1.2570496797561646,0.7361589670181274,0.8647853136062622,0.9657196998596191
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-18.616804122924805,-12.089656829833984,1.307094931602478,0.6343164443969727,0.9215182065963745,0.9957133531570435
bot,portscan,Scan_Brute,meta_router,False,True,True,-7.175864219665527,7.528424263000488,2.6641910076141357,0.4821907579898834,0.996036171913147,0.9961625337600708
bot,portscan,Scan_Brute,meta_router,False,True,True,-7.123336315155029,7.528424263000488,2.664198875427246,0.6761964559555054,0.9943286180496216,0.9923361539840698
web-attack-�-xss,portscan,Scan_Brute,meta_router,True,True,True,1.433106541633606,0.11571521311998367,0.5271332859992981,0.27890074253082275,0.9584911465644836,0.8441271781921387
web-attack-�-brute-force,dos-slowloris,DoS_DDoS,meta_router,True,True,True,4.998528003692627,0.11571521311998367,0.4749799370765686,0.33468836545944214,0.9521409273147583,0.8930037617683411
bot,bot,WebBot_Rare,only_accept,False,False,True,-1.4272876977920532,-10.02204704284668,2.606581449508667,0.44845619797706604,0.9416014552116394,0.9922420382499695
web-attack-�-brute-force,dos-goldeneye,DoS_DDoS,meta_router,True,False,True,8.849390029907227,-0.4743400812149048,1.885128378868103,0.9680191278457642,0.9753692746162415,0.9913957715034485
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-10.371377944946289,-12.089656829833984,1.2549463510513306,0.5243961811065674,0.947833240032196,0.987723708152771
web-attack-�-brute-force,portscan,Scan_Brute,meta_router,True,True,True,1.409185528755188,0.11571521311998367,0.5598977208137512,0.308515727519989,0.9170016050338745,0.9546619653701782
web-attack-�-brute-force,web-attack-�-brute-force,WebBot_Rare,only_accept,False,False,True,-2.7319536209106445,-1.5968962907791138,1.227964997291565,0.41235512495040894,0.8704408407211304,0.9761341214179993
